"gene","TCGA-BH-A0C0-11A","TCGA-BH-A18J-11A","TCGA-AC-A2FM-11B","TCGA-BH-A18N-11A","TCGA-BH-A0DQ-11A","TCGA-GI-A2C8-11A","TCGA-BH-A0H5-11A","TCGA-BH-A0DZ-11A","TCGA-BH-A0DL-11A","TCGA-BH-A18M-11A","TCGA-E9-A1N9-11A","TCGA-BH-A18Q-11A","TCGA-BH-A1FM-11B","TCGA-BH-A1EO-11A","TCGA-BH-A1F8-11B","TCGA-BH-A0DG-11A","TCGA-E9-A1RB-11A","TCGA-BH-A0DO-11A","TCGA-A7-A13E-11A","TCGA-BH-A1FR-11B","TCGA-E2-A1IU-01A","TCGA-A7-A26I-01B","TCGA-A8-A07S-01A","TCGA-A1-A0SK-01A","TCGA-AC-A6IV-01A","TCGA-AR-A2LN-01A","TCGA-A7-A26I-01A","TCGA-AO-A0JM-01A","TCGA-EW-A1J3-01A","TCGA-E2-A14N-01A","TCGA-E9-A54X-01A","TCGA-E2-A15L-01A","TCGA-BH-A28Q-01A","TCGA-A2-A0D0-01A","TCGA-B6-A0I5-01A","TCGA-A2-A0YL-01A","TCGA-AC-A3QQ-01B","TCGA-A2-A0D4-01A","TCGA-A8-A07I-01A","TCGA-A1-A0SH-01A"
"PHLDA3",10.5641,11.2757,12.2,11.1172,10.2034,11.3172,10.1303,11.3484,10.8352,11.0843,10.8949,10.5851,10.6173,11.9793,10.7805,9.6523,11.0972,10.4863,11.2943,10.4983,9.9704,9.9496,9.7143,8.7207,11.2271,10.6732,10.3036,9.9658,9.1005,7.5113,10.764,10.4342,9.859,9.7781,11.919,9.9697,8.3352,11.1534,10.3439,10.8926
"CSRP1",15.1919,14.8265,15.5957,14.6832,14.2645,11.3049,14.8692,15.1512,14.4906,14.3994,14.5978,14.9399,14.9725,12.866,14.6399,14.5497,13.6462,15.079,13.8961,14.1579,12.8314,13.5626,13.1211,12.1649,12.6864,13.0973,13.5307,13.546,12.9803,13.3049,13.0417,13.355,13.8919,12.0646,14.6977,13.682,13.7801,13.8721,13.5078,13.9996
"NAV1",10.3533,10.9018,9.5541,11.2428,10.4453,11.0244,10.3113,10.0148,11.2904,11.2935,10.9705,10.8243,11.2352,11.825,10.8948,10.8055,11.6386,10.8414,12.4866,11.0363,10.9046,12.6843,11.262,12.548,11.756,10.8992,10.9804,11.476,12.1823,9.8428,10.864,11.8448,12.169,10.0085,11.0875,11.2818,13.2049,12.0468,11.4805,12.3754
"IPO9",11.5182,11.3335,10.7794,11.3345,11.436,11.7282,11.2414,11.2831,11.4728,11.5929,11.3322,11.5475,11.6031,11.2662,11.4285,11.5503,11.6728,11.4425,11.6524,11.291,11.3451,12.2039,12.4111,12.9584,11.5032,11.5465,12.0958,12.3499,13.0981,12.5108,11.0931,12.1103,12.3573,11.5011,11.6775,11.9083,12.9064,12.5318,12.1357,12.3108
"SHISA4",8.3573,8.3414,9.8086,8.7417,8.5023,13.7577,8.4712,9.4483,8.5273,8.5661,7.8921,8.4218,8.3563,9.212,8.8255,8.2407,8.202,8.5992,8.8671,8.6558,8.788,7.8562,9.4853,7.4394,9.0558,9.02,8.044,8.7854,8.6372,7.2341,9.2369,8.994,8.9325,8.4524,8.6478,8.7233,8.7376,9.4392,8.2805,9.5952
"LMOD1",12.7085,12.8572,12.2307,12.6378,11.2832,12.9412,12.2767,11.4123,12.5618,12.2927,12.2414,12.4047,12.6429,11.8475,12.1946,12.0304,11.4908,12.1865,11.8706,11.8468,9.7186,11.0145,8.9066,7.6581,10.3729,10.7838,10.6641,9.236,8.9132,7.9775,6.5431,10.4027,8.8256,6.7356,9.3933,10.1069,11.0426,8.4347,9.9066,10.801
"TIMM17A",9.9118,10.0168,10.315,10.017,10.1508,12.0794,9.8054,10.4306,10.0298,10.3268,10.103,10.0157,9.8648,10.9112,10.2628,9.7628,10.2386,10.0958,10.5861,10.0294,10.8018,9.4276,11.4934,11.0009,10.8203,10.1571,11.4357,11.697,11.7821,12.4618,10.706,11.1686,10.992,10.9988,11.1301,10.6528,9.865,11.9989,10.5374,10.9603
"RNPEP",11.3374,10.8093,11.7694,10.9759,11.5021,10.8171,11.0497,11.8441,11.1251,11.2324,11.6026,11.0032,11.0486,11.3028,11.0905,11.0364,11.0925,11.1413,11.1105,11.3337,12.1493,11.2385,12.9821,10.5063,11.8242,11.3985,11.8343,12.2811,12.8612,11.9167,11.7405,12.419,12.2362,12.1638,12.9737,10.6976,11.4269,13.2708,11.8335,12.8044
"ELF3",12.2253,12.3748,13.2378,12.5053,11.8838,5.2078,12.5674,12.9179,11.8887,12.1677,13.4573,12.0202,12.1614,5.5721,12.1642,12.2263,10.9008,12.8878,9.7885,12.2957,12.9777,10.8984,11.7221,12.946,11.0266,14.5234,11.3954,11.8113,12.6598,13.1185,12.3036,12.2434,13.0827,13.0676,13.891,12.5481,12.5537,13.2443,11.6834,11.3812
"GPR37L1",6.7245,6.6557,7.4299,6.6192,6.6797,6.7905,6.5519,7.2322,6.6727,6.8754,6.5174,6.8103,6.5273,7.2829,6.8598,6.5707,6.7878,6.8785,6.7596,6.9562,6.6937,7.5186,7.5667,7.0629,7.2016,7.1062,7.3911,6.6484,8.0436,7.9588,7.2874,6.9104,7.1956,7.1265,8.9568,6.7289,7.9931,8.2033,6.4083,7.0285
"ARL8A",10.5298,10.7165,11.2026,10.6604,10.3617,10.8456,10.4678,10.7917,10.3597,10.6716,10.3993,10.4445,10.3703,10.9017,10.6062,10.2405,10.3792,10.5832,10.6455,10.4651,10.7574,10.4578,11.726,11.185,10.9552,10.7173,11.1285,10.7027,11.6553,11.3185,10.9792,11.1036,11.1624,10.9202,12.1995,10.8711,11.3278,12.1298,10.8669,11.2659
"PTPN7",7.3768,7.3574,7.6994,7.3536,7.6729,6.2017,7.0459,7.398,8.6194,7.3881,7.3563,7.5855,7.3803,7.7633,7.1142,7.4676,7.3369,7.7539,6.9803,8.03,8.0034,8.6547,6.9882,8.0236,9.0558,8.042,7.4162,7.4639,7.345,8.2005,5.9409,6.9664,7.2794,8.7406,8.1391,7.9382,8.9503,6.5344,8.3326,7.8165
"LGR6",10.7249,8.8413,10.9111,9.2277,10.0545,6.1455,10.7119,10.6506,9.4736,9.5471,9.6773,11.2411,10.4125,6.0923,9.3984,10.0509,8.7757,11.1891,8.3516,10.2798,7.9985,6.2819,8.0447,11.2115,7.8164,7.5695,7.1011,5.2477,8.2348,8.7899,5.7366,6.1412,6.2397,10.2592,11.011,9.985,6.5662,5.9883,5.7648,8.7053
"UBE2T",6.851,6.8666,6.9711,6.4887,7.1011,8.9534,6.7706,7.8413,7.0855,7.3337,7.5635,6.799,6.5422,7.0761,7.3683,7.042,7.9901,6.8556,6.7596,7.3311,8.2335,8.5426,9.7678,11.2864,8.4653,6.8666,9.991,10.742,10.9119,11.5347,9.1145,9.5052,8.6864,10.0827,9.4062,8.6185,8.4716,11.0921,11.0532,8.2223
"PPP1R12B",12.9556,12.8728,11.5371,13.1929,11.6213,15.2224,12.3734,10.905,12.9045,12.7647,12.8052,13.4075,13.5303,11.4483,12.2881,12.8405,12.3569,12.8329,12.835,12.2628,10.6815,13.0526,10.2619,10.0409,10.9476,11.5317,11.238,9.915,11.2627,10.3243,8.6133,10.4361,11.0353,7.9569,10.0833,11.3413,13.3131,10.7056,11.2205,10.9044
"SYT2",6.3934,7.0378,6.1296,7.007,6.3761,6.2552,6.4181,6.1071,6.5911,6.5306,6.7608,7.1703,7.2241,5.4098,6.0396,6.484,5.9611,6.4978,6.0666,6.3602,5.6457,9.4224,5.4688,5.9706,5.846,6.5719,5.7685,5.4374,6.5825,5.9254,5.1491,5.4688,5.834,5.2769,6.1197,5.8437,9.8402,5.7271,6.5278,5.6409
"KDM5B",11.9469,11.5154,10.8678,11.6818,12.1049,10.2383,11.8976,11.6525,11.6281,11.7278,11.5441,11.6975,11.6625,10.8556,11.4575,12.1347,11.9225,11.8268,11.3082,11.5104,11.8287,12.6974,12.7519,12.0182,12.0919,11.9734,12.8675,12.4855,13.5853,12.6409,11.5911,12.6079,13.3663,11.4544,12.3094,12.8747,13.352,11.9252,14.8777,12.872
"RABIF",8.6358,8.6933,8.8774,8.5546,8.7582,8.6584,8.1286,8.9992,8.5509,8.7712,8.7548,8.2987,8.4997,9.119,8.5019,8.9047,8.8512,8.5494,8.9775,8.831,8.9477,9.524,9.7945,9.605,8.9301,8.9218,9.9456,10.4695,10.3231,10.2388,8.8692,9.1658,9.4091,9.002,10.0929,9.3226,9.8527,10.3715,11.7963,9.8963
"KLHL12",10.6356,10.4677,9.9632,10.4278,10.4662,10.568,10.4175,10.2592,10.4346,10.4185,10.321,10.436,10.5134,10.4337,10.4743,10.6335,10.6433,10.6189,10.4345,10.357,10.7957,9.7546,11.4455,10.5319,10.9058,10.6755,10.275,10.81,12.2324,10.5624,10.7021,11.221,11.5643,9.9871,11.2502,10.8065,11.0907,11.3769,12.8101,11.0824
"ADIPOR1",11.6513,11.579,11.5687,11.6913,11.6907,12.6879,11.4679,11.7712,11.3847,11.699,11.7912,11.4131,11.6002,11.918,11.5966,11.7027,12.0007,11.7373,11.8997,11.7,12.5536,11.5679,12.6185,11.8932,11.8608,12.3361,11.9601,13.5106,13.9581,12.1867,12.7124,12.6483,12.6401,12.7247,12.9435,12.1619,13.0573,13.4386,15.2107,12.5777
"CYB5R1",11.1705,11.0829,11.4403,11.0406,10.9883,14.9766,11.0684,11.4522,10.8097,11.0026,11.2277,11.2901,11.1346,11.2023,10.9837,10.8601,10.953,11.0538,11.3567,11.0172,12.1479,10.0068,12.1233,10.0556,11.4365,11.4651,10.7608,11.8361,12.3555,10.6533,11.6994,11.9063,11.5994,9.9932,11.7215,11.2462,11.3932,13.37,13.1652,12.2975
"TMEM183A",9.9725,9.7146,10.1121,9.7083,10.0591,9.3225,9.8791,10.0466,9.7562,9.7683,9.765,9.7449,9.9256,10.2038,9.9318,10.0102,10.1776,9.9757,9.8006,9.7966,10.1127,9.8709,10.3305,11.1519,10.181,10.0083,10.5945,10.4665,11.5343,11.2268,10.2782,10.3426,10.6307,11.2419,10.9682,10.0765,10.4157,10.1721,12.5468,10.6331
"PPFIA4",6.7,6.9115,6.6146,6.8335,7.1554,11.5443,7.2491,6.6279,6.89,6.9514,6.7737,7.2287,6.8999,5.4685,6.2333,6.7639,6.4651,6.9976,5.6635,6.9133,7.6806,8.7248,5.8957,7.3607,8.4144,6.5278,7.4489,6.3824,8.014,8.0142,8.8665,6.4937,6.3465,8.0193,6.9072,6.4928,8.2237,6.4061,6.9736,6.2779
"ADORA1",9.5441,9.3257,9.7002,9.0101,8.9848,7.4772,9.4711,10.6329,9.2106,8.303,9.0921,8.5978,8.2849,8.0167,9.436,9.8136,9.7529,10.3304,9.2924,8.4344,9.3987,7.3923,6.8029,9.5611,11.3622,7.3092,8.1506,6.8796,8.0436,10.2816,6.3104,7.0307,9.0529,10.8464,12.024,7.8527,8.9387,8.3957,8.9497,8.0246
"CHI3L1",9.628,12.0682,14.1826,12.521,12.1522,7.7147,12.0045,13.4181,11.6953,10.2776,11.9798,9.7213,10.0698,9.7365,10.8307,10.9371,10.0204,11.1351,11.7123,12.4968,9.6863,10.2063,9.8179,6.4541,11.3947,9.6455,10.8508,8.8227,10.6009,10.3147,8.4041,7.4183,9.3633,15.7963,10.8504,11.2058,10.3247,9.3962,10.664,10.3948
"CHIT1",7.1786,9.056,9.5196,6.7619,6.705,5.3816,7.9327,6.8464,8.5341,5.8956,8.1766,6.3872,6.5715,9.3748,5.7025,9.8963,7.1565,8.522,6.3319,10.1496,9.5914,5.978,5.8674,5.4656,10.4591,6.5427,6.0814,6.2647,7.5676,6.2266,5.2308,7.688,5.6815,6.1362,5.9933,9.0838,6.1783,5.6042,7.534,6.2044
"BTG2",12.2178,13.0599,13.2466,13.2144,12.3106,15.8292,13.9287,12.192,12.6407,14.8553,12.5241,13.4557,12.8252,13.6674,12.9687,12.6693,12.8831,13.2616,13.2341,13.8617,12.3358,9.9677,11.4651,9.9509,12.4923,16.5801,9.4643,12.0615,13.7287,10.7198,12.0387,13.2991,13.9336,10.9299,13.2613,14.0787,15.5537,12.101,14.3428,11.3409
"FMOD",12.6091,12.0298,12.999,13.1829,12.6177,10.784,12.4175,12.4673,12.9648,13.5093,12.4447,13.1163,12.7566,14.0614,12.6147,11.9927,13.1572,12.6684,15.156,12.8223,13.6654,11.3027,12.6197,10.0023,12.9879,12.9475,11.2499,11.8694,12.4326,8.5546,10.0775,13.4502,14.545,7.371,11.0345,12.3796,12.9161,9.6625,11.5744,12.5195
"PRELP",11.5198,12.1238,11.7661,12.8702,10.929,10.7879,10.8346,10.0247,12.7314,12.527,12.4721,11.9526,12.5592,14.1517,11.8637,11.6321,14.2641,11.4761,13.5074,12.0132,10.385,10.9228,9.1771,6.8788,12.9341,11.9592,11.4461,8.9574,8.9415,7.8613,5.9668,10.1467,10.0911,8.3547,9.8724,11.5746,11.6305,8.5652,9.9542,10.5497
"ATP2B4",12.4233,12.9165,11.3191,13.1528,12.351,12.6224,12.482,11.8276,13.1719,13.3578,12.9584,12.9336,13.1406,13.6642,13.0498,12.842,13.5415,12.6651,14.7684,12.6763,11.321,13.8794,12.628,12.7793,12.7056,12.0936,13.4195,12.0738,14.2728,11.9298,11.0361,11.9947,12.8237,11.3285,12.4531,13.1648,13.2944,12.3525,11.7902,12.5858
"LAX1",6.894,6.9225,6.151,6.9552,6.965,5.5135,6.4644,5.9901,7.3919,7.2093,6.7212,7.0823,6.9861,6.7118,6.4801,7.0323,7.4709,7.0383,6.5992,7.2657,7.148,7.013,5.6751,5.7061,7.2703,7.4712,6.1966,5.9272,5.819,6.6421,4.7831,6.2649,6.1822,5.583,5.5728,6.7642,7.5401,5.6042,7.7879,6.7889
"ZBED6",12.9014,12.7136,11.4987,12.7953,12.7869,12.9885,12.7561,11.997,12.921,12.8256,12.7148,12.8987,12.9747,12.2347,12.6281,12.9685,13.0402,12.7695,12.867,12.7887,12.3972,13.4067,13.1654,12.1708,12.821,12.9545,12.6139,12.7005,13.9239,12.5108,11.9273,13.1943,13.4525,12.3107,12.2746,12.8184,14.551,12.5982,15.4549,13.2483
"ZC3H11A",12.8946,12.7095,11.5009,12.7902,12.7817,12.9752,12.752,11.9986,12.9142,12.8201,12.7087,12.8928,12.9697,12.2363,12.6283,12.9656,13.0326,12.7644,12.8528,12.785,12.3981,13.3944,13.1617,12.1706,12.8234,12.9459,12.6115,12.7026,13.9255,12.5118,11.9296,13.1924,13.4446,12.314,12.2764,12.8114,14.492,12.6001,15.4431,13.243
"SNRPE",9.1617,8.605,9.53,8.4546,9.1027,9.0084,8.9712,9.5199,8.8936,8.6305,8.6985,8.7898,8.7228,9.4487,9.2521,8.9668,9.0566,9.133,8.5933,8.9369,9.2839,7.4142,10.0612,10.0987,9.1495,9.0028,9.9273,9.6107,10.7896,10.9993,9.3694,9.7945,10.4552,10.9648,11.0059,9.6923,7.7447,9.6164,10.4907,9.4066
"SOX13",10.997,10.926,10.4822,10.8633,10.6471,9.3333,10.8319,10.7529,10.7502,11.0176,10.9446,10.7452,10.5667,10.6492,10.7315,10.6956,10.6707,10.8178,11.0692,10.5918,11.0474,10.1439,10.4247,12.2556,10.6761,11.1969,10.1141,10.3365,10.5701,10.0361,9.4396,11.632,11.5891,11.6233,10.7857,10.9786,12.3709,11.5168,13.2815,10.9627
"ETNK2",10.0261,9.6533,10.6432,9.5138,10.7881,6.4467,9.7796,10.5293,9.1035,9.4113,10.0505,9.58,9.3714,8.2667,9.1197,9.5012,8.9972,9.2267,9.3521,9.2663,10.7109,8.3995,8.7901,9.96,10.1,9.2427,9.137,7.6998,9.5474,6.8425,9.8385,11.5186,12.0993,10.1952,12.4037,10.0116,9.2246,11.0033,12.1202,13.2819
"GOLT1A",7.2773,6.7468,8.327,7.1048,7.3683,4.7831,7.1291,7.444,6.8098,6.643,7.0917,7.2205,7.1056,5.0651,7.1523,7.1964,6.2641,7.2681,6.2427,7.008,7.1657,5.978,5.9499,8.2678,6.7912,7.1438,6.3776,7.1886,8.5822,7.7123,7.7871,7.8578,7.8174,9.4167,8.2983,7.2282,6.8058,7.3616,8.5824,7.9608
"PLEKHA6",11.7978,11.7104,11.638,11.701,11.7442,8.9321,11.5666,11.4193,11.1212,11.2448,11.8094,11.6199,11.3322,8.7087,10.9856,11.7862,10.6126,11.4515,10.4897,11.245,11.5477,10.604,11.3755,11.5534,11.2458,12.0653,10.0415,11.0769,11.8193,9.5367,10.3341,10.9053,11.8226,11.0209,11.7236,11.9381,11.7352,13.0215,14.4816,12.6627
"PPP1R15B",11.3666,12.2222,11.1249,11.9081,11.2954,11.86,11.8617,10.9275,11.198,12.4663,11.9047,11.8738,12.1625,12.0787,11.9385,11.5835,11.651,11.68,11.474,11.8338,11.2387,12.0077,11.3492,11.1127,11.0815,12.3583,11.7902,11.8609,12.8351,11.9947,11.1991,11.6609,11.8642,11.5583,11.5071,11.7696,12.3817,12.1759,14.355,11.6979
"PIK3C2B",10.9544,10.9687,9.9015,11.0131,10.4269,11.5019,10.5642,10.5362,11.0466,11.2278,11.3074,11.0424,11.0331,11.3785,10.844,10.8109,11.1687,10.6969,11.5855,10.9959,9.8736,10.9881,10.5328,10.9023,10.731,11.0134,10.4217,9.4415,10.4638,9.7053,9.1759,9.6908,10.5963,9.9175,9.5828,10.7657,11.1038,11.4226,12.7161,10.8453
"MDM4",10.8217,10.6584,9.7428,10.6488,10.5787,10.3856,10.76,9.8384,10.9454,10.5837,10.4921,11.0203,10.8356,9.8045,10.4154,11.0294,10.3636,10.6732,10.0714,10.8097,10.2291,12.3947,11.396,10.0519,11.1298,10.9357,10.2649,10.1194,12.5723,10.978,10.345,10.766,11.3658,10.1545,11.2,10.3698,13.8345,10.8941,13.1094,10.3112
"LRRN2",9.2624,8.8078,9.4588,8.824,8.7152,7.9029,8.8635,9.4845,9.0597,9.4456,8.4095,8.9106,8.4463,7.9806,8.4138,8.6585,8.5175,8.956,8.8572,9.1099,10.0927,8.5031,9.5652,10.1163,10.6545,9.7177,7.7715,7.8477,9.5637,7.5871,10.6717,8.6469,11.5045,9.9223,10.1088,9.3501,9.6745,7.9082,12.212,8.3116
"NFASC",11.5705,11.2914,10.1877,10.5517,10.6094,8.6057,11.6606,10.7536,11.2434,10.988,10.7103,11.7127,11.3516,7.9559,11.1034,11.9238,10.3181,11.1656,10.2209,10.7901,9.5034,11.7631,7.6944,11.2066,8.9531,9.459,10.2672,7.3109,8.9814,8.7616,9.0159,7.4645,8.6348,12.0708,9.2079,10.1376,12.3698,10.5778,9.3485,8.7472
"CNTN2",6.4401,5.5024,6.6565,5.6188,6.6274,5.5135,6.7468,6.585,6.3928,6.5452,6.0319,6.7877,6.1183,5.5223,5.9402,6.0742,6.4276,6.8671,6.5468,5.5813,6.4568,7.7916,7.5807,8.354,5.9776,6.0747,5.8647,5.9272,6.3536,5.5271,4.7831,5.8079,5.7458,5.8668,5.209,6.3217,9.1758,5.3346,5.5755,5.2832
"TMEM81",6.6368,6.7468,6.8114,6.7372,6.8804,7.2382,6.4943,6.9914,6.8448,6.9194,6.5015,6.5076,6.7337,6.8864,6.4641,6.4989,7.0563,6.4667,6.7444,6.7506,6.3936,6.8905,6.9331,7.8183,6.7912,6.6422,6.8983,7.3895,7.6161,7.6195,7.0863,6.9443,6.8061,8.2957,8.0422,6.9876,5.328,7.0876,8.4074,6.9351
"RBBP5",10.457,10.0338,9.5037,10.203,10.3459,10.434,10.0517,9.5338,10.1277,10.4067,10.2161,10.1425,10.5039,9.8646,9.9796,10.311,10.6022,10.1874,10.0456,10.1408,10.4351,10.3375,11.0205,11.238,9.8525,10.5398,10.4066,10.4927,11.1368,10.4433,9.8622,10.6316,11.0544,10.8507,10.6631,10.7355,10.8938,10.5759,12.6799,10.9667
"DSTYK",10.8289,10.6623,9.6971,10.5375,10.6824,11.099,10.6373,9.666,10.6776,10.6501,10.3747,10.794,10.7979,10.3638,10.4644,10.9426,10.8931,10.7557,10.6886,10.4001,10.3508,11.2533,10.9236,10.2721,10.475,10.5125,11.0848,10.7355,11.2602,10.1881,9.8116,10.3345,11.3244,10.9178,10.0833,10.9622,11.1971,10.595,12.3957,10.8875
"TMCC2",7.044,6.9867,7.4526,7.007,6.9339,9.4421,6.6467,7.3259,7.1324,7.2935,7.0085,6.9584,7.2153,7.7345,7.0245,6.8336,7.0678,6.8671,7.285,7.0964,6.1993,7.9027,5.9759,10.8513,6.9392,6.8436,8.1408,6.8159,6.2887,7.0406,6.273,6.5095,6.1004,7.8231,6.5964,7.0355,5.5492,6.3667,7.0935,6.7415
"NUAK2",7.1085,7.1713,6.8822,6.9761,7.1285,6.8556,6.3366,7.1028,7.2891,7.433,6.6522,7.0823,6.7712,7.4445,6.5571,6.9104,7.7683,6.9662,6.7596,7.2988,8.3168,7.7411,9.793,9.0568,8.5618,8.9929,7.8032,8.2712,8.5782,7.7493,8.8216,8.0296,9.1381,9.4818,9.3777,8.1632,9.1857,9.3918,10.3884,7.7114
"KLHDC8A",6.7602,5.9302,7.6351,5.8709,6.1983,5.2078,6.6467,7.5666,6.1937,6.6295,6.4853,7.2846,6.7463,5.0651,6.0157,6.1371,5.9901,6.8785,6.0103,6.8575,6.2184,6.6036,6.7126,6.8314,6.2558,5.8201,6.3588,6.8027,6.4544,5.7499,5.9919,6.9882,6.0117,5.6302,6.4057,6.5766,4.7831,5.8341,6.3148,6.2044
"LEMD1",5.7338,5.4076,6.7234,5.7542,5.7119,5.2078,6.0037,6.4787,5.8707,5.7206,5.8726,5.8439,6.2963,4.7831,6.1726,5.8575,5.3354,6.26,5.5231,5.7548,5.4909,5.978,5.0444,7.3768,5.3524,5.1456,5.6204,4.7831,5.3453,7.5026,4.7831,5.1521,5.1403,7.161,5.0848,5.7597,5.328,5.3346,5.1603,5.4868
"CDK18",9.1596,9.1118,9.6339,9.1769,8.8511,8.5417,9.1437,9.6879,9.1591,9.0288,8.6792,9.314,9.0529,7.7561,9.31,9.2862,8.2805,9.7079,8.1659,9.619,10.0905,8.5131,11.6925,8.7572,9.044,9.4024,7.6789,7.8957,7.8291,10.7452,8.4676,9.1703,8.0689,10.0146,9.316,9.2699,8.3352,10.7827,7.9811,7.8093
"MFSD4A",8.3202,7.9726,7.3104,8.131,8.0765,7.416,8.4643,8.0852,8.2996,8.2299,8.1994,8.4595,8.6396,8.2517,9.205,9.0904,8.779,9.8798,8.5032,7.8501,7.2005,7.9915,7.4261,7.6117,7.2535,7.6676,7.0259,5.805,6.9682,8.517,7.2442,6.2842,6.6316,7.6674,6.4057,7.2997,7.5712,6.2398,6.3341,6.3013
"ELK4",11.1534,10.909,9.7517,11.1455,11.1232,11.6266,10.9845,10.2655,11.5325,11.4356,10.9196,11.3223,11.4566,11.2949,11.2944,11.5397,11.5821,11.3387,11.3208,11.4222,10.8666,11.9304,11.5573,9.9998,11.0564,11.1791,11.4352,10.9377,11.9185,11.6991,10.2563,11.144,11.4905,11.5562,10.8494,11.3276,13.4969,10.9011,12.4489,11.5439
"SLC45A3",8.1444,7.9624,7.6351,8.3432,7.512,8.3084,7.8018,8.1996,8.0427,7.8979,7.348,8.2209,7.7466,7.9559,8.336,7.7352,7.41,7.6036,7.9459,8.3676,9.0481,7.9478,8.9148,8.35,8.1864,8.6656,7.3309,7.5942,7.5594,9.117,7.9114,8.2186,9.3044,10.3315,8.4109,7.5974,8.422,6.727,10.1841,8.0916
"NUCKS1",13.9476,13.5429,12.9045,13.5895,13.859,14.7426,13.8055,13.1496,13.7471,13.7534,13.4482,14.0588,14.0934,13.4595,13.9065,14.0181,14.042,14.0472,13.6105,13.6675,13.7021,13.8652,14.5973,14.8382,13.5618,13.6142,14.4594,14.1869,14.7583,13.6918,13.0182,14.2171,14.4982,14.7633,14.2735,13.7832,15.3066,13.7852,15.5579,14.3873
"RAB29",10.1821,9.9886,9.9028,10.3372,9.5783,8.8888,9.6711,9.6957,10.4119,9.9002,10.2294,9.8215,9.9218,10.6986,10.2948,10.0243,10.4858,10.2488,10.8353,10.1474,8.8998,9.4588,8.3853,9.0022,9.9317,9.8669,9.6264,9.0389,9.0203,11.2002,6.2918,9.5942,9.3614,9.2256,9.8077,9.9721,10.2035,8.9037,10.3792,10.5476
"SLC41A1",10.3079,10.4262,9.7472,10.4547,10.0056,12.9448,10.1119,10.0814,10.3832,10.6478,10.0554,10.4986,10.7737,10.3522,10.2311,10.2634,10.8394,10.3007,10.9369,10.2298,9.807,9.9677,10.2608,9.9509,10.4786,10.2604,9.965,10.706,10.3014,10.8273,8.6996,10.2404,9.99,10.765,10.3227,10.2232,11.5809,11.2951,11.1375,9.8552
"PM20D1",6.1458,6.6284,5.413,4.7831,5.6792,5.6236,5.7988,5.5918,5.0383,5.9962,5.7489,5.8703,6.3671,6.3088,6.2528,5.83,5.6896,5.9305,5.9809,5.9246,4.7831,6.4763,5.3035,5.1504,5.5831,5.5451,5.2462,5.163,5.2707,5.067,5.0423,5.4188,5.22,5.0691,4.7831,5.6987,8.3172,5.3987,4.7831,5.1921
"RAB7B",9.0169,9.2364,9.1278,8.727,9.0553,8.2522,8.8186,9.5112,9.1958,9.1031,8.5578,8.8373,8.7786,10.5378,9.5048,9.375,9.0539,9.04,10.1161,9.7881,7.13,10.194,7.2693,6.6501,8.7045,8.5821,10.7758,8.1035,7.9715,10.0478,6.1941,7.2339,7.2794,10.2579,8.1453,8.4823,7.3728,7.4929,8.1115,8.9758
"C1orf186",5.8747,5.9038,7.4068,6.6991,6.4402,5.8056,5.8544,5.4623,6.8788,7.3257,6.1029,6.0582,6.0517,7.3421,6.1516,6.3742,6.9226,5.7598,7.0301,6.7381,6.2739,6.0463,5.2344,5.0432,7.2364,7.3495,5.6204,5.9272,5.7828,9.3993,4.7831,5.8957,5.9642,5.3523,5.8484,6.3049,7.1822,6.0703,6.147,7.054
"FAM72A",5.7027,6.3327,5.7988,5.7849,5.8589,5.6236,5.9319,6.1289,6.3419,6.1302,6.1694,5.6989,5.9299,6.4523,6.3094,6.1573,6.7878,5.8204,6.2882,6.0685,6.2557,7.3923,7.2249,8.739,7.4507,5.9808,7.3656,7.2744,8.6372,8.9074,7.0462,7.141,6.2764,9.6237,7.1828,6.5631,7.7172,7.8054,7.7303,6.5319
"SRGAP2",9.7522,10.248,9.5125,10.2334,10.0384,9.7669,9.712,9.4683,10.5142,10.5805,10.1699,10.099,10.3111,10.7321,10.2607,10.0566,10.8562,9.8391,10.6794,10.4456,9.5851,11.9469,10.6406,11.276,10.9722,10.7601,10.7481,10.7605,10.8726,10.7317,9.1557,10.8441,11.2363,11.2471,10.2371,10.6739,11.8837,10.9435,11.2182,11.1652
"IKBKE",8.4426,8.4176,8.7,8.239,8.3226,6.0862,8.5083,9.165,8.8153,8.2547,8.1904,7.9962,8.2139,7.9806,8.4326,8.8183,8.1295,8.3807,8.2693,8.5121,8.8688,8.7419,10.1616,8.1669,9.2122,8.8821,8.1109,8.9263,8.8415,10.0361,7.9488,8.9863,9.1359,9.6037,9.5459,7.8631,8.5195,8.6704,8.3369,8.4842
"RASSF5",9.9949,9.5644,9.4588,9.5558,9.7352,8.2056,9.7377,9.5234,10.0214,9.6878,9.17,10.1467,9.6383,9.4178,9.6558,9.5179,9.8726,9.8322,9.5445,9.8995,9.5691,9.5627,9.9923,9.2777,9.7774,10.4624,8.696,8.636,9.2208,9.2575,8.5213,8.4279,8.9224,8.9773,8.789,9.3982,10.8541,7.8895,10.8699,8.9036
